"draw_size";"p1_seed";"p1_name";"p1_ht";"p1_age";"p2_seed";"p2_name";"p2_ht";"p2_age";"best_of";"p1_rank";"p1_rank_points";"p2_rank";"p2_rank_points";"hard";"carpet";"clay";"grass";"p1_abs_wins_clay";"p1_abs_wins_hard";"p1_abs_wins_carpet";"p1_abs_wins_grass";"p2_abs_losses_clay";"p2_abs_losses_hard";"p2_abs_losses_carpet";"p2_abs_losses_grass";"p1_abs_losses_clay";"p1_abs_losses_hard";"p1_abs_losses_carpet";"p1_abs_losses_grass";"p2_abs_wins_clay";"p2_abs_wins_hard";"p2_abs_wins_carpet";"p2_abs_wins_grass";"Grand_Slam";"Masters1000";"Olympics";"Another_level";"p1_abs_wins_level1";"p1_abs_wins_level2";"p2_abs_losses_level1";"p2_abs_losses_level2";"p1_abs_losses_level1";"p1_abs_losses_level2";"p2_abs_wins_level1";"p2_abs_wins_level2";"tournament_year";"p1_h2h";"p2_h2h";"R64";"R32";"R16";"QF";"SF";"Final";"p1_hand_R";"p1_hand_L";"p2_hand_R";"p2_hand_L";"p1_ace_avg";"p2_ace_avg";"p1_df_avg";"p2_df_avg";"p1_svpt_avg";"p2_svpt_avg";"p1_1stIn_avg";"p2_1stIn_avg";"p1_1stWon_avg";"p2_1stWon_avg";"p1_2ndWon_avg";"p2_2ndWon_avg";"p1_SvGms_avg";"p2_SvGms_avg";"p1_bpSaved_avg";"p2_bpSaved_avg";"p1_bpFaced_avg";"p2_bpFaced_avg";"p1_home";"p2_home";"winner_last_name";"loser_last_name";"FirstAlphabetically";"target"
"149129";56;11;"Jurgen Melzer";183;28.9;5;"Fernando Verdasco";188;26.4;3;27;1485;9;3145;0;0;1;0;79;100;8;22;62;90;7;16;67;0;0;0;98;0;0;0;0;0;0;1;60;149;85;90;0;133;0;139;2010;0;4;0;0;1;0;0;0;0;1;0;1;4.88648648648649;5.33884297520661;3.20540540540541;3.53719008264463;82.9027027027027;75.3388429752066;49.4864864864865;52.9834710743802;32.4864864864865;38.9380165289256;15.1891891891892;12.3636363636364;12.3189189189189;12.2561983471074;5.23783783783784;3.58264462809917;9.13513513513514;5.16942148760331;0;1;"Verdasco";"Melzer";"Melzer";0
"149131";56;15;"Nicolas Almagro";183;24.6;3;"Jo-Wilfried Tsonga";188;25;3;34;1255;10;3005;0;0;1;0;111;32;3;3;8;36;3;4;66;0;0;0;14;0;0;0;0;0;0;1;51;98;31;20;0;67;0;58;2010;0;2;0;0;1;0;0;0;1;0;1;0;7.56034482758621;10.981981981982;3.02586206896552;2.10810810810811;87.9396551724138;77.945945945946;52.5344827586207;50.2702702702703;36.6551724137931;40.3873873873874;16.7155172413793;15.4144144144144;13.2844827586207;13.0900900900901;4.81034482758621;2.71171171171171;8.31896551724138;3.82882882882883;1;0;"Tsonga";"Almagro";"Almagro";0
"149133";56;16;"Feliciano Lopez";188;28.5;2;"Robin Soderling";193;25.6;3;35;1205;8;4595;0;0;1;0;54;125;11;24;39;78;6;15;68;0;0;0;56;0;0;0;0;0;0;1;89;125;68;70;0;122;0;145;2010;4;3;0;0;1;0;0;0;0;1;1;0;8.30143540669856;8.93427230046948;3.75598086124402;2.4037558685446;82.8468899521531;71.868544600939;49.3349282296651;44.3802816901408;35.1052631578947;35.2300469483568;15.7416267942584;15.4084507042254;12.6794258373206;11.868544600939;4.51674641148325;2.81220657276995;7.66028708133971;3.82629107981221;1;0;"Soderling";"Lopez";"Lopez";0
"149134";56;13;"Thomaz Bellucci";188;22.3;8;"David Ferrer";175;28;3;33;1322;17;2225;0;0;1;0;26;14;0;1;79;91;11;10;16;0;0;0;164;0;0;0;0;0;0;1;8;33;91;100;0;25;0;177;2010;0;1;0;0;0;1;0;0;0;1;1;0;5.75;2.7891156462585;2.97222222222222;2.13265306122449;81.8888888888889;74.7108843537415;47;48.1360544217687;30.5277777777778;33.8843537414966;16.4722222222222;14.6666666666667;12.3055555555556;11.7278911564626;4.97222222222222;3.71428571428571;8.97222222222222;5.65646258503401;0;1;"Ferrer";"Bellucci";"Bellucci";0
"149138";56;8;"David Ferrer";175;28;5;"Fernando Verdasco";188;26.4;3;17;2225;9;3145;0;0;1;0;165;120;9;16;62;90;7;16;79;0;0;0;100;0;0;0;0;0;0;1;132;178;85;90;0;100;0;141;2010;3;5;0;0;0;0;1;0;1;0;0;1;2.13903743315508;5.32786885245902;2.98395721925134;3.54098360655738;79.2513368983957;75.4754098360656;49.0802139037433;53.0737704918033;29.8609625668449;38.9754098360656;13.6577540106952;12.3811475409836;12.0374331550802;12.2622950819672;4.89839572192513;3.59426229508197;9.63101604278075;5.18852459016393;1;1;"Verdasco";"Ferrer";"Ferrer";0
"149140";56;2;"Robin Soderling";193;25.6;5;"Fernando Verdasco";188;26.4;3;8;4595;9;3145;0;0;1;0;59;130;22;20;62;90;7;16;39;0;0;0;101;0;0;0;0;0;0;1;83;148;85;90;0;70;0;142;2010;4;1;0;0;0;0;0;1;1;0;0;1;7.46616541353383;5.32244897959184;3.84210526315789;3.53469387755102;85.9022556390977;75.5428571428571;52.1203007518797;53.134693877551;36.5263157894737;39.0163265306122;15.4285714285714;12.3795918367347;13.2330827067669;12.2775510204082;4.78947368421053;3.58367346938775;8.45112781954887;5.17959183673469;0;1;"Verdasco";"Soderling";"Soderling";0
"149184";56;13;"David Ferrer";175;28;4;"Andy Murray";190;22.9;3;17;2105;5;5485;0;0;1;0;167;0;0;0;18;0;0;0;80;91;11;10;19;161;8;33;0;1;0;0;134;0;53;0;91;101;121;100;2010;1;1;0;0;1;0;0;0;1;0;1;0;2.76767676767677;5.93670886075949;2.11447811447811;3.32911392405063;74.5589225589226;84.8481012658228;48.1010101010101;45.6329113924051;33.8451178451178;30.2784810126582;14.6161616161616;17.9240506329114;11.7003367003367;12.6329113924051;3.71717171717172;5.75949367088608;5.64983164983165;10.0759493670886;0;0;"Ferrer";"Murray";"Ferrer";1
"149189";56;13;"David Ferrer";175;28;7;"Jo-Wilfried Tsonga";188;25;3;17;2105;10;3050;0;0;1;0;168;0;0;0;9;0;0;0;80;91;11;10;17;87;9;7;0;1;0;0;135;0;31;0;91;101;61;59;2010;0;0;0;0;0;1;0;0;1;0;1;0;2.76174496644295;8.75;2.11409395973154;2.69230769230769;74.5234899328859;84.1538461538462;48.1073825503356;52.25;33.8489932885906;37.4230769230769;14.5973154362416;14.9423076923077;11.6946308724832;12.9423076923077;3.71476510067114;4.30769230769231;5.64093959731544;7.34615384615385;0;0;"Ferrer";"Tsonga";"Ferrer";1
"149190";56;2;"Novak Djokovic";188;22.9;6;"Fernando Verdasco";188;26.4;3;2;7390;9;3555;0;0;1;0;72;168;8;25;62;90;7;16;23;0;0;0;104;0;0;0;0;1;0;0;170;103;85;90;55;0;110;0;2010;5;3;0;0;0;1;0;0;1;0;0;1;4.78481012658228;5.29032258064516;3.32911392405063;3.51612903225806;86.0253164556962;75.5564516129032;53.8101265822785;53.2056451612903;35.7341772151899;39.0524193548387;15.2025316455696;12.3588709677419;13.1139240506329;12.2741935483871;4.88607594936709;3.57661290322581;8.60759493670886;5.17338709677419;0;0;"Verdasco";"Djokovic";"Djokovic";0
"149192";56;13;"David Ferrer";175;28;6;"Fernando Verdasco";188;26.4;3;17;2105;9;3555;0;0;1;0;169;0;0;0;62;0;0;0;80;91;11;10;105;117;9;23;0;1;0;0;136;0;85;0;91;101;111;143;2010;3;6;0;0;0;0;1;0;1;0;0;1;2.75250836120401;4.54437869822485;2.10702341137124;4.35502958579882;74.4414715719063;83.6213017751479;48.0769230769231;56.7041420118343;33.8260869565217;37.2662721893491;14.5719063545151;12.6863905325444;11.685618729097;12.8224852071006;3.7056856187291;4.68639053254438;5.62876254180602;8.37278106508876;0;0;"Ferrer";"Verdasco";"Ferrer";1
"149193";56;13;"David Ferrer";175;28;3;"Rafael Nadal";185;23.8;3;17;2105;3;6480;0;0;1;0;170;120;9;16;16;61;6;6;80;0;0;0;186;0;0;0;0;1;0;0;137;178;56;33;91;0;274;0;2010;3;9;0;0;0;0;0;1;1;0;0;1;2.13297872340426;2.89949748743719;2.96808510638298;1.40201005025126;79.4521276595745;71.5929648241206;49.281914893617;49.4874371859297;29.9893617021277;36.0527638190955;13.6542553191489;13.1155778894472;12.0531914893617;11.7814070351759;4.93617021276596;3.12814070351759;9.67021276595745;4.45477386934673;0;0;"Nadal";"Ferrer";"Ferrer";0
"149217";32;6;"Nicolas Almagro";183;24.6;1;"Marin Cilic";198;21.5;3;36;1290;11;2900;0;0;1;0;114;32;3;3;23;40;5;9;68;0;0;0;25;0;0;0;0;0;0;1;52;100;35;42;0;68;0;78;2010;0;1;0;0;0;1;0;0;1;0;1;0;7.51694915254237;8.50833333333333;3.03389830508475;2.775;87.864406779661;79.8416666666667;52.4661016949153;44.175;36.6271186440678;34.175;16.7118644067797;20.0083333333333;13.2796610169492;12.7083333333333;4.84745762711864;3.64166666666667;8.34745762711864;5.075;0;0;"Cilic";"Almagro";"Almagro";0
"149218";32;5;"Marcos Baghdatis";183;24.8;4;"Philipp Kohlschreiber";178;26.5;3;31;1345;28;1400;0;0;1;0;20;0;0;0;52;0;0;0;14;61;2;10;57;75;5;20;0;0;0;1;0;95;0;85;40;47;53;104;2010;2;2;0;0;0;1;0;0;1;0;1;0;8.06766917293233;4.32330827067669;2.7218045112782;2.94736842105263;80.9473684210526;79.0676691729323;43.4135338345865;46.203007518797;33.781954887218;30.6015037593985;20.9398496240602;15.6541353383459;12.9323308270677;12.0601503759399;3.47368421052632;4.7593984962406;5.09774436090226;8.45864661654135;0;0;"Baghdatis";"Kohlschreiber";"Baghdatis";1
"149221";32;5;"Marcos Baghdatis";183;24.8;1;"Marin Cilic";198;21.5;3;31;1345;11;2900;0;0;1;0;21;100;11;21;23;40;5;9;14;0;0;0;26;0;0;0;0;0;0;1;57;96;35;42;0;47;0;79;2010;0;1;0;0;0;0;1;0;1;0;1;0;6.06976744186047;8.47933884297521;3.51162790697674;2.7603305785124;88.9069767441861;80.1074380165289;46.7093023255814;44.4214876033058;32.7441860465116;34.3553719008264;19.5232558139535;20;13.3837209302326;12.7272727272727;4.56976744186047;3.69421487603306;8.69767441860465;5.11570247933884;0;0;"Cilic";"Baghdatis";"Baghdatis";0
"149223";32;1;"Marin Cilic";198;21.5;2;"Mikhail Youzhny";183;27.8;3;11;2900;15;2320;0;0;1;0;27;84;4;13;68;113;22;22;23;0;0;0;79;0;0;0;0;0;0;1;48;80;92;133;0;42;0;197;2010;0;3;0;0;0;0;0;1;1;0;1;0;7.09722222222222;4.76842105263158;3.41666666666667;2.25964912280702;83.0277777777778;78.7684210526316;45.2361111111111;47.5052631578947;32.0416666666667;35.1122807017544;17.4444444444444;17.1614035087719;12.625;12.3298245614035;4.5;3.67017543859649;8.13888888888889;5.45614035087719;0;0;"Youzhny";"Cilic";"Cilic";0
"149245";28;6;"Viktor Troicki";193;24.2;4;"Stan Wawrinka";183;25;3;39;1075;23;1600;0;0;1;0;17;44;0;5;42;59;9;10;18;0;0;0;67;0;0;0;0;0;0;1;15;51;55;65;0;37;0;78;2010;0;1;0;0;0;1;0;0;1;0;1;0;5.78947368421053;7.37323943661972;2.82456140350877;2.92957746478873;77;82.6338028169014;45.1052631578947;47.9859154929577;29.5438596491228;36.2464788732394;13.4736842105263;19.2253521126761;11.3157894736842;13.2605633802817;5.19298245614035;3.6830985915493;9.35087719298246;5.48591549295775;1;0;"Wawrinka";"Troicki";"Troicki";0
"149248";28;2;"John Isner";206;25;4;"Stan Wawrinka";183;25;3;21;1663;23;1600;0;0;1;0;6;0;0;0;42;0;0;0;9;36;0;5;68;72;8;7;0;0;0;1;0;43;0;65;20;30;76;79;2010;0;1;0;0;0;0;1;0;1;0;1;0;16.8125;5.32432432432432;2.65625;3.26126126126126;88.59375;85.5675675675676;60.046875;49.0540540540541;47.140625;32.6576576576577;17.0625;17.4594594594595;14.234375;12.7747747747748;2.765625;5.08108108108108;3.625;8.92792792792793;0;0;"Isner";"Wawrinka";"Isner";1
"149249";28;2;"John Isner";206;25;3;"Sam Querrey";198;22.5;3;21;1663;22;1610;0;0;1;0;7;57;0;1;20;60;2;10;9;0;0;0;14;0;0;0;0;0;0;1;21;44;37;55;0;30;0;79;2010;1;1;0;0;0;0;0;1;1;0;1;0;14.063829787234;12.1428571428571;3.1063829787234;2.91428571428571;89.5106382978723;73.2476190476191;59.1276595744681;43.7333333333333;43.1914893617021;35.6380952380952;15.2553191489362;15.8095238095238;13.7659574468085;12.0857142857143;3.63829787234043;2.64761904761905;5.93617021276596;3.66666666666667;0;0;"Querrey";"Isner";"Isner";0
"149269";28;8;"Pablo Cuevas";180;24.3;4;"Albert Montanes";175;29.4;3;57;822;34;1325;0;0;1;0;37;11;1;1;113;55;2;8;27;0;0;0;123;0;0;0;0;0;0;1;4;46;58;120;0;31;0;114;2010;2;2;0;0;0;1;0;0;1;0;1;0;4.24324324324324;4.17123287671233;2.45945945945946;2.58904109589041;71.5405405405405;73.7191780821918;42.6756756756757;45.2876712328767;26.5945945945946;33.5479452054795;13.7027027027027;15.6027397260274;11.0810810810811;11.6643835616438;4.32432432432432;3.43835616438356;8.48648648648649;5.08219178082192;0;0;"Montanes";"Cuevas";"Cuevas";0
"149271";28;1;"Roger Federer";185;28.7;4;"Albert Montanes";175;29.4;3;1;10340;34;1325;0;0;1;0;139;404;50;87;113;55;2;8;43;0;0;0;124;0;0;0;0;0;0;1;427;253;58;120;0;63;0;115;2010;3;0;0;0;0;0;1;0;1;0;1;0;6.61935483870968;4.15646258503401;3.38064516129032;2.59183673469388;92.6838709677419;73.6122448979592;54.058064516129;45.2040816326531;37.8645161290323;33.4761904761905;18.2967741935484;15.578231292517;14.058064516129;11.6530612244898;5.0258064516129;3.42857142857143;8.8;5.08163265306122;0;0;"Montanes";"Federer";"Federer";0
"149331";56;1;"Roger Federer";185;28.7;15;"Stan Wawrinka";183;25.1;3;1;10430;23;1600;0;0;1;0;140;0;0;0;43;0;0;0;44;91;19;12;69;72;8;7;0;1;0;0;428;0;55;0;102;64;77;79;2010;3;1;0;0;1;0;0;0;1;0;1;0;7.83074534161491;5.3125;1.79968944099379;3.25892857142857;75.9518633540373;85.4107142857143;47.1770186335404;49.0357142857143;36.8245341614907;32.6964285714286;16.9627329192547;17.3839285714286;12.611801242236;12.7678571428571;2.79503105590062;5.04464285714286;3.86801242236025;8.875;0;0;"Federer";"Wawrinka";"Federer";1
"149334";56;8;"Marin Cilic";198;21.6;9;"David Ferrer";175;28.1;3;11;2900;12;2695;0;0;1;0;28;84;4;13;81;91;11;10;24;0;0;0;172;0;0;0;0;1;0;0;49;80;92;101;35;0;139;0;2010;1;2;0;0;1;0;0;0;1;0;1;0;7.06849315068493;2.73841059602649;3.43835616438356;2.09602649006623;83.3013698630137;74.4602649006623;45.2876712328767;48.1258278145695;32.0684931506849;33.8311258278146;17.5890410958904;14.5397350993377;12.6438356164384;11.6854304635762;4.54794520547945;3.72847682119205;8.17808219178082;5.66556291390728;0;1;"Ferrer";"Cilic";"Cilic";0
"149338";56;13;"John Isner";206;25;2;"Rafael Nadal";185;23.9;3;19;1800;3;6480;0;0;1;0;9;57;0;1;16;61;6;6;10;0;0;0;188;0;0;0;0;1;0;0;23;44;56;33;20;0;276;0;2010;0;1;0;0;1;0;0;0;1;0;0;1;14.0416666666667;2.8925;3.08333333333333;1.4;89.8333333333333;71.5425;59.2083333333333;49.48;43.2916666666667;36.05;15.4166666666667;13.09;13.8125;11.77;3.66666666666667;3.1175;5.95833333333333;4.4375;0;1;"Nadal";"Isner";"Isner";0
"149340";56;9;"David Ferrer";175;28.1;3;"Andy Murray";190;22.9;3;12;2695;4;5565;0;0;1;0;173;0;0;0;19;0;0;0;81;91;11;10;21;161;8;33;0;1;0;0;140;0;54;0;92;101;123;100;2010;2;1;0;0;0;1;0;0;1;0;1;0;2.73927392739274;5.95;2.08910891089109;3.2875;74.3696369636964;84.55;48.0792079207921;45.375;33.8184818481848;30.1375;14.5148514851485;17.925;11.6765676567657;12.5875;3.72607260726073;5.7375;5.65676567656766;10.025;1;0;"Ferrer";"Murray";"Ferrer";1
"149342";56;12;"Gael Monfils";193;23.6;2;"Rafael Nadal";185;23.9;3;18;2040;3;6480;0;0;1;0;45;87;6;12;16;61;6;6;28;0;0;0;189;0;0;0;0;1;0;0;67;83;56;33;46;0;277;0;2010;1;5;0;0;0;1;0;0;1;0;0;1;7.81632653061224;2.88778054862843;3.69387755102041;1.39650872817955;79.0510204081633;71.4937655860349;44.6530612244898;49.4413965087282;30.8061224489796;36.0324189526185;15.2551020408163;13.0947630922693;12.1122448979592;11.7680798004988;4.38775510204082;3.10972568578554;8.28571428571429;4.42643391521197;0;1;"Nadal";"Monfils";"Monfils";0
"149343";56;1;"Roger Federer";185;28.7;9;"David Ferrer";175;28.1;3;1;10430;12;2695;0;0;1;0;142;0;0;0;81;0;0;0;44;91;19;12;174;120;9;16;0;1;0;0;430;0;92;0;102;64;141;178;2010;9;0;0;0;0;0;1;0;1;0;1;0;7.82507739938081;2.12698412698413;1.79876160990712;2.97883597883598;75.9040247678019;79.4603174603175;47.1578947368421;49.3280423280423;36.8049535603715;30.021164021164;16.9427244582043;13.6296296296296;12.6052631578947;12.042328042328;2.79256965944272;4.96296296296296;3.86687306501548;9.68783068783069;0;1;"Federer";"Ferrer";"Federer";1
"149345";56;1;"Roger Federer";185;28.7;2;"Rafael Nadal";185;23.9;3;1;10430;3;6480;0;0;1;0;143;404;50;87;16;61;6;6;44;0;0;0;191;0;0;0;0;1;0;0;431;253;56;33;102;0;279;0;2010;7;13;0;0;0;0;0;1;1;0;0;1;6.58974358974359;2.87841191066998;3.36538461538462;1.39454094292804;92.5064102564103;71.4143920595534;53.9871794871795;49.3821339950372;37.8012820512821;36.0074441687345;18.2435897435897;13.0669975186104;14.0320512820513;11.7617866004963;5.01282051282051;3.10669975186104;8.78205128205128;4.424317617866;0;1;"Nadal";"Federer";"Federer";0
"149491";128;29;"Albert Montanes";175;29.4;5;"Robin Soderling";193;25.7;5;34;1325;7;4755;0;0;1;0;128;22;0;4;43;78;6;15;115;0;0;0;62;0;0;0;1;0;0;0;37;117;70;72;59;0;86;0;2010;0;1;0;1;0;0;0;0;1;0;1;0;2.84916201117318;8.89497716894977;3.54189944134078;2.41095890410959;75.2905027932961;71.4474885844749;44.8826815642458;44.0593607305936;29.1564245810056;34.9954337899543;13.4413407821229;15.4063926940639;11.5027932960894;11.8127853881279;4.5195530726257;2.79452054794521;8.63128491620112;3.78538812785388;0;0;"Soderling";"Montanes";"Montanes";0
"149492";128;25;"Marcos Baghdatis";183;24.9;4;"Andy Murray";190;23;5;30;1465;4;5565;0;0;1;0;26;100;11;21;20;50;3;9;17;0;0;0;23;0;0;0;1;0;0;0;60;98;55;27;41;0;125;0;2010;2;0;0;1;0;0;0;0;1;0;1;0;6.15730337078652;6.93488372093023;3.42696629213483;2.44186046511628;89.5730337078652;75.6372093023256;46.8876404494382;42.3441860465116;32.8426966292135;32.5581395348837;19.7977528089888;17.893023255814;13.4157303370787;12.1302325581395;4.79775280898876;3.14883720930233;8.89887640449438;4.84186046511628;0;0;"Murray";"Baghdatis";"Baghdatis";0
"149493";128;15;"Tomas Berdych";196;24.6;17;"John Isner";206;25;5;17;2115;19;1880;0;0;1;0;74;0;0;0;13;0;0;0;47;84;6;11;11;57;0;1;1;0;0;0;116;0;21;0;73;75;25;44;2010;1;1;0;1;0;0;0;0;1;0;1;0;8.47058823529412;13.7254901960784;2.3393665158371;2.94117647058824;74.2036199095023;88.9019607843137;44.0588235294118;58.7058823529412;35.1990950226244;42.7254901960784;16.7511312217195;15.078431372549;12.2081447963801;13.6470588235294;3.0316742081448;3.64705882352941;4.19909502262443;5.98039215686275;0;0;"Berdych";"Isner";"Berdych";1
"149497";128;9;"David Ferrer";175;28.1;22;"Jurgen Melzer";183;29;5;11;3010;27;1495;0;0;1;0;175;120;9;16;70;103;12;23;82;0;0;0;84;0;0;0;1;0;0;0;142;178;74;134;93;0;65;0;2010;3;0;0;1;0;0;0;0;1;0;0;1;2.13157894736842;6.51243781094527;2.97894736842105;2.7363184079602;79.5736842105263;79.2985074626866;49.3736842105263;48.1393034825871;30.0578947368421;36.044776119403;13.7;17.0348258706468;12.0578947368421;12.6268656716418;4.97368421052632;3.50248756218905;9.68421052631579;5.24378109452736;0;0;"Melzer";"Ferrer";"Ferrer";0
"149499";128;3;"Novak Djokovic";188;23;31;"Victor Hanescu";198;28.8;5;3;6405;37;1160;0;0;1;0;75;0;0;0;62;0;0;0;24;50;4;8;87;33;5;10;1;0;0;0;172;0;52;0;56;30;42;93;2010;1;0;0;1;0;0;0;0;1;0;1;0;5.9618320610687;4.27777777777778;2.62977099236641;2;78.5267175572519;82.0396825396825;50.1335877862595;56.2539682539683;37.1832061068702;36.6111111111111;15.7290076335878;11.8492063492063;12.5381679389313;12.4761904761905;3.61450381679389;4.93650793650794;5.24809160305344;8.6984126984127;0;0;"Djokovic";"Hanescu";"Djokovic";1
"149500";128;30;"Philipp Kohlschreiber";178;26.6;7;"Fernando Verdasco";188;26.5;5;35;1320;9;3645;0;0;1;0;61;75;5;20;65;90;7;16;55;0;0;0;111;0;0;0;1;0;0;0;55;106;87;91;53;0;114;0;2010;4;3;0;1;0;0;0;0;1;0;0;1;4.28676470588235;5.28627450980392;2.90441176470588;3.47450980392157;78.6397058823529;75.6117647058824;46.0735294117647;53.3019607843137;30.5367647058824;39.1098039215686;15.5073529411765;12.3529411764706;12.0147058823529;12.2941176470588;4.71323529411765;3.55294117647059;8.39705882352941;5.16078431372549;0;0;"Verdasco";"Kohlschreiber";"Kohlschreiber";0
"149502";128;24;"Thomaz Bellucci";188;22.3;14;"Ivan Ljubicic";193;31.1;5;29;1482;16;2140;0;0;1;0;33;0;0;0;73;0;0;0;20;23;1;1;96;217;53;21;1;0;0;0;13;0;118;0;18;27;154;233;2010;0;0;0;1;0;0;0;0;0;1;1;0;7.52380952380952;11.4703389830508;2.61904761904762;2.96186440677966;80.1428571428571;87.9830508474576;48.5714285714286;50.2966101694915;36.3333333333333;37.0762711864407;16.8809523809524;17.8516949152542;12.7380952380952;13.5042372881356;3.95238095238095;4.36440677966102;5.90476190476191;7.46186440677966;0;0;"Bellucci";"Ljubicic";"Bellucci";1
"149503";128;28;"Lleyton Hewitt";180;29.2;2;"Rafael Nadal";185;23.9;5;33;1350;2;6880;0;0;1;0;93;314;18;92;16;61;6;6;44;0;0;0;194;0;0;0;1;0;0;0;258;259;56;33;108;0;282;0;2010;3;5;0;1;0;0;0;0;1;0;0;1;5.33333333333333;2.86453201970443;4.31578947368421;1.39408866995074;88.2865497076023;71.4926108374384;46.7251461988304;49.4605911330049;31.9298245614035;36.0443349753695;19.8830409356725;13.0591133004926;13.5146198830409;11.7635467980296;5.26315789473684;3.13793103448276;9.44444444444444;4.45566502463054;0;0;"Nadal";"Hewitt";"Hewitt";0
"149504";128;1;"Roger Federer";185;28.7;20;"Stan Wawrinka";183;25.1;5;1;10030;24;1600;0;0;1;0;146;0;0;0;44;0;0;0;45;91;19;12;72;72;8;7;1;0;0;0;434;0;56;0;103;64;80;79;2010;4;1;0;0;1;0;0;0;1;0;1;0;7.81846153846154;5.29203539823009;1.79538461538462;3.23893805309735;75.9384615384615;85.2212389380531;47.1815384615385;48.9911504424779;36.8338461538462;32.5929203539823;16.9523076923077;17.3008849557522;12.6138461538462;12.7256637168142;2.79230769230769;5.05309734513274;3.86307692307692;8.89380530973451;0;0;"Federer";"Wawrinka";"Federer";1
"149505";128;10;"Marin Cilic";198;21.6;5;"Robin Soderling";193;25.7;5;12;2945;7;4755;0;0;1;0;31;84;4;13;43;78;6;15;25;0;0;0;63;0;0;0;1;0;0;0;52;80;70;72;36;0;87;0;2010;0;0;0;0;1;0;0;0;1;0;1;0;6.98648648648649;8.94545454545455;3.40540540540541;2.40909090909091;82.8243243243243;71.6363636363636;45.0945945945946;44.1863636363636;31.8243243243243;35.0954545454545;17.5;15.4454545454545;12.5810810810811;11.85;4.48648648648649;2.80454545454545;8.10810810810811;3.8;0;0;"Soderling";"Cilic";"Cilic";0
"149506";128;15;"Tomas Berdych";196;24.6;4;"Andy Murray";190;23;5;17;2115;4;5565;0;0;1;0;75;0;0;0;20;0;0;0;47;84;6;11;24;161;8;33;1;0;0;0;117;0;55;0;73;75;126;100;2010;1;1;0;0;1;0;0;0;1;0;1;0;8.47297297297297;6;2.33783783783784;3.2716049382716;74.1171171171171;84.7407407407407;43.9954954954955;45.4320987654321;35.1666666666667;30.1851851851852;16.7522522522523;17.9382716049383;12.2027027027027;12.5555555555556;3.01801801801802;5.80246913580247;4.18018018018018;10.0864197530864;0;0;"Berdych";"Murray";"Berdych";1
"149509";128;19;"Nicolas Almagro";183;24.7;7;"Fernando Verdasco";188;26.5;5;21;1690;9;3645;0;0;1;0;123;0;0;0;65;0;0;0;71;44;2;6;112;117;9;23;1;0;0;0;59;0;87;0;53;70;115;146;2010;0;3;0;0;1;0;0;0;1;0;0;1;8.93589743589744;4.50581395348837;2.18589743589744;4.34302325581395;76.1410256410256;83.4418604651163;45.8846153846154;56.6337209302326;35.2371794871795;37.1627906976744;17.0769230769231;12.6104651162791;12.2307692307692;12.8139534883721;3.42307692307692;4.69186046511628;4.77564102564103;8.40697674418605;0;0;"Almagro";"Verdasco";"Almagro";1
"149510";128;24;"Thomaz Bellucci";188;22.3;2;"Rafael Nadal";185;23.9;5;29;1482;2;6880;0;0;1;0;34;14;0;1;16;61;6;6;20;0;0;0;195;0;0;0;1;0;0;0;14;35;56;33;18;0;283;0;2010;0;1;0;0;1;0;0;0;0;1;0;1;5.425;2.85995085995086;2.975;1.39312039312039;79.65;71.5110565110565;45.825;49.4864864864865;29.5;36.0589680589681;15.85;13.0515970515971;11.925;11.7690417690418;5.125;3.13759213759214;9.125;4.45945945945946;0;0;"Nadal";"Bellucci";"Bellucci";0
"149511";128;1;"Roger Federer";185;28.7;5;"Robin Soderling";193;25.7;5;1;10030;7;4755;0;0;1;0;147;404;50;87;43;78;6;15;45;0;0;0;64;0;0;0;1;0;0;0;435;253;70;72;103;0;88;0;2010;11;0;0;0;0;1;0;0;1;0;1;0;6.60509554140127;8.93212669683258;3.34394904458599;2.40723981900452;92.4777070063694;71.6380090497738;54.0191082802548;44.2217194570136;37.7834394904459;35.0950226244344;18.2165605095541;15.4298642533937;14.0127388535032;11.8597285067873;5.02547770700637;2.80090497737557;8.79617834394904;3.80542986425339;0;0;"Soderling";"Federer";"Federer";0
"149512";128;15;"Tomas Berdych";196;24.6;11;"Mikhail Youzhny";183;27.9;5;17;2115;14;2375;0;0;1;0;76;0;0;0;69;0;0;0;47;84;6;11;84;157;34;32;1;0;0;0;118;0;93;0;73;75;109;198;2010;4;6;0;0;0;1;0;0;1;0;1;0;8.47982062780269;3.16901408450704;2.33632286995516;2.87323943661972;74.1569506726457;81.9483568075117;43.9686098654709;49.2957746478873;35.1659192825112;31.7183098591549;16.7847533632287;15.2018779342723;12.2152466367713;12.3098591549296;3.00448430493274;5.12206572769953;4.16591928251121;9.18779342723005;0;0;"Berdych";"Youzhny";"Berdych";1
"149513";128;3;"Novak Djokovic";188;23;22;"Jurgen Melzer";183;29;5;3;6405;27;1495;0;0;1;0;77;168;8;25;70;103;12;23;24;0;0;0;86;0;0;0;1;0;0;0;174;104;74;134;56;0;67;0;2010;2;0;0;0;0;1;0;0;1;0;0;1;4.8;6.53694581280788;3.375;2.72413793103448;86.4625;79.551724137931;54.125;48.2807881773399;35.9875;36.1773399014778;15.1875;17.1182266009852;13.1375;12.6699507389163;4.95;3.51724137931034;8.675;5.2512315270936;0;0;"Melzer";"Djokovic";"Djokovic";0
